LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
8.2721272,45.4808802,8,VIA SAN SEBASTIANO,,BURONZO,,,,092A4048-2AAF-2A08-E054-0003BA0F36E6,d759e5ea05fd45df
7.6714805,45.4131169,1,VIA CAMPI,,BORGIALLO,,,,092A404A-FAF5-2A08-E054-0003BA0F36E6,811e086399dd4aaf
8.1516372,45.9912215,21,VIA VITTORIO EMANUELE III,,PONTEGRANDE,,,,092A4075-988C-2A08-E054-0003BA0F36E6,3371472fe1f69e4f
7.7061276,45.1518321,24,VIA GUGLIELMO MARCONI,,MAPPANO,,,,092A4081-7C47-2A08-E054-0003BA0F36E6,aeb209318234aa45
7.6458484,45.3890343,19,VIA BOSDONIO,,CUORGNE',,,,092A404A-C062-2A08-E054-0003BA0F36E6,af530a733cc1e5f4
7.464974,45.0191875,23,VIA PINEROLO SUSA,,BRUINO,,,,092A404D-7F0F-2A08-E054-0003BA0F36E6,0ff2cda325e3783b
7.3327092,44.8096959,15,VIA DANIELA,,CAMPIGLIONE-FENILE,,,,092A404D-7F7D-2A08-E054-0003BA0F36E6,2619db00c5bf93ca
7.2200303,44.3132913,4,VIA TORRE,,AISONE,,,,092A4044-6DE3-2A08-E054-0003BA0F36E6,1564a3a07187d5e6
7.2822561,44.7760674,132,VIA OLMETTO,,OLMETTO,,,,092A4044-8A1C-2A08-E054-0003BA0F36E6,ad08ba6623ddc355
7.340403,44.767376,15,VIA CACHERANO,,SAN GRATO,,,,092A4044-8BF7-2A08-E054-0003BA0F36E6,0f38d5f163821d76
8.0910347,45.1984194,74,VIA FALDELLA,,CRESCENTINO,,,,092A4048-3824-2A08-E054-0003BA0F36E6,01977c87962e8b20
7.8892715,45.1902216,46,VIA TORINO,,CHIVASSO,,,,092A404A-B766-2A08-E054-0003BA0F36E6,99f64c0fd4d5a67e
7.6493555,45.3872036,4,VIA CAPPA,,CUORGNE',,,,092A404A-B784-2A08-E054-0003BA0F36E6,c654bf5f54f61b2f
7.3140061,44.7556014,2,VIA BARGE,,BAGNOLO PIEMONTE,,,,092A4044-942B-2A08-E054-0003BA0F36E6,74b06417e0bb0e35
7.2778956,44.7441787,45,VIA GARIGO,,VILLAR,,,,092A4044-97AF-2A08-E054-0003BA0F36E6,d34dd4e85cbe93bd
7.3490652,44.7298991,98,VIA SAN MARTINO,,BARGE,,,,092A4044-A100-2A08-E054-0003BA0F36E6,13cd1df6e3d4ef81
8.1004337,45.1979357,12,VIA AMERIGO VESPUCCI,,CRESCENTINO,,,,092A4048-3B8F-2A08-E054-0003BA0F36E6,218600944711ea7c
7.4679908,45.0192145,26,VICOLO SAN MARTINO,,BRUINO,,,,092A404D-4B2F-2A08-E054-0003BA0F36E6,e3a65b820a95f7b5
7.4666195,45.0222972,33,VIA SANGANO,,BRUINO,,,,092A404D-49F9-2A08-E054-0003BA0F36E6,38defcb6d80fcf32
7.3054147,45.1163425,22,VIA ROMA,,CONDOVE,,,,092A404D-0016-2A08-E054-0003BA0F36E6,2dc4e7a19b04622e
7.1932769,45.1443828,1,VIA PISSAGLIO,,BRUZOLO,,,,092A404D-0133-2A08-E054-0003BA0F36E6,3ca3bfeed111dfc9
7.235747,45.1222095,33,VIA AUGUSTO ABEGG,,BORGONE SUSA,,,,092A404D-1C40-2A08-E054-0003BA0F36E6,1dbd65c4ebb99ce1
7.2262096,44.9330853,48,VIA PROVINCIALE,,INVERSO PINASCA,,,,092A404C-7191-2A08-E054-0003BA0F36E6,94eeed8aabf6379a
7.3886613,44.8147753,65,VIA GERBIDI,,CAVOUR,,,,092A404C-691C-2A08-E054-0003BA0F36E6,28aa3b89fc6550a9
7.5702466,45.0662611,48,VIA PIETRO CROSETTO,,GRUGLIASCO,,,,092A404C-56BB-2A08-E054-0003BA0F36E6,bfd4204a944a8f0b
7.5681616,45.0692911,43,VIA CATANIA,,COLLEGNO,,,,092A404C-55B2-2A08-E054-0003BA0F36E6,d44d3f02dd5144cb
7.1920846,44.9628012,26,VIA GENEBREA,,PEROSA ARGENTINA,,,,092A404C-4F31-2A08-E054-0003BA0F36E6,4674e24bdc4ff549
8.1062977,45.0043177,80,VIA MONDO,,MONTECHIARO D'ASTI,,,,092A4049-DCC4-2A08-E054-0003BA0F36E6,b0b937b31fa03010
7.9207338,45.1227541,4,STRADA MONGALLO,,CASE SPARSE,,,,092A404C-E865-2A08-E054-0003BA0F36E6,065ddc670c098aaf
7.1409173,45.1425025,36,VIA MASSIMO D'AZEGLIO,,BUSSOLENO,,,,092A404D-3CDE-2A08-E054-0003BA0F36E6,64ae217abcba0424
7.0087897,45.1364532,31,FRAZIONE SAN GIOVANNI,,GIAGLIONE,,,,092A404D-3AEF-2A08-E054-0003BA0F36E6,21d57e008f46ac22
8.0071293,45.4507373,28,STRADA SAN PIETRO,,PIVERONE,,,,092A404D-8220-2A08-E054-0003BA0F36E6,a307a549802612cc
7.8821106,45.1551712,44,STRADA OSSOLE,,CASTAGNETO PO,,,,092A404D-5737-2A08-E054-0003BA0F36E6,d7460c8fbdfe7c44
7.1637654,45.1424807,2,VIA VIII LUGLIO,,CHIANOCCO,,,,092A404D-57CD-2A08-E054-0003BA0F36E6,78b5908fb2e0594e
7.1958109,45.1422669,1,PIAZZA REGINA MARGHERITA,,BRUZOLO,,,,092A404C-DCC6-2A08-E054-0003BA0F36E6,f96f1e1c2a06a3d9
7.5779874,45.0714888,43,VIA CESARE BATTISTI,,COLLEGNO,,,,092A404C-D780-2A08-E054-0003BA0F36E6,492d4fddf8be13a1
7.5388308,45.1991925,15,ROTTA GOLF,,FIANO,,,,092A404C-D6D1-2A08-E054-0003BA0F36E6,c88166fac370710e
7.890338,45.3086878,8,VIA MORETTO,,CALUSO,,,,092A404C-CEC0-2A08-E054-0003BA0F36E6,f4888a97bf60d570
7.8774942,45.2800816,14,VIA MONTE NERO,,RODALLO,,,,092A404C-C9F7-2A08-E054-0003BA0F36E6,ca0d53329515f4e5
7.89843,45.3025371,81,VIA PRIMINO FRASSATI,,CALUSO,,,,092A404C-CA3D-2A08-E054-0003BA0F36E6,af746ea512877c50
7.5636401,45.0705576,25,VIA ISONZO,,COLLEGNO,,,,092A404C-C326-2A08-E054-0003BA0F36E6,6e6911da45181329
7.3312979,44.8858154,2,VICOLO SOCIETA' OPERAIA,,PINEROLO,,,,092A404C-B95D-2A08-E054-0003BA0F36E6,8a67db6b96863e51
7.331306,44.8865762,16,VIA del DUOMO,,PINEROLO,,,,092A404C-AEB8-2A08-E054-0003BA0F36E6,6e9f721fa02c3b2e
7.3378432,44.8859739,174,CORSO TORINO,,PINEROLO,,,,092A404C-AC74-2A08-E054-0003BA0F36E6,4e7c405b6a059250
7.4587105,44.3915444,74,VIA TORRETTE,,SAN ROCCO,,,,092A4044-38F0-2A08-E054-0003BA0F36E6,5dcb56371a245ea8
7.4512598,44.3905523,66,VIA CUNEO,,BERNEZZO,,,,092A4044-3AAD-2A08-E054-0003BA0F36E6,04762694f41c2588
6.9826818,45.1188241,10,VIA CAMILLO BENSO CAVOUR,,CHIOMONTE,,,,092A404D-3F04-2A08-E054-0003BA0F36E6,68d276678cf96a28
7.4274221,45.0832467,3,VIA CAPOLUOGO,,FERRIERA,,,,092A404C-AC88-2A08-E054-0003BA0F36E6,2bb16227f1cf6bec
7.3362713,44.885798,9,CORSO TORINO,,PINEROLO,,,,092A404C-A6A2-2A08-E054-0003BA0F36E6,bb07b17142866e33
7.4740792,45.0253318,18,VIA ROCCIAMELONE,,BRUINO,,,,092A404C-A3F0-2A08-E054-0003BA0F36E6,bd6d8ba01af27c06
7.3329706,44.8879239,1,VIA ARSENALE,,PINEROLO,,,,092A404C-A2BF-2A08-E054-0003BA0F36E6,186b17df7a0fee08
7.3330474,45.120683,31,VIA PAPA GIOVANNI XXIII,,CAPRIE,,,,092A404C-9E69-2A08-E054-0003BA0F36E6,bdc86381562ccfc0
